Resume Preview,Java Developer_0,Java Developer_1,Java Developer_2,DevOps Engineer_3,DevOps Engineer_4,DevOps Engineer_5,Python Developer_6,Python Developer_7,Python Developer_8,Operations Manager_9,Operations Manager_10,Operations Manager_11,Network Security Engineer_12,Network Security Engineer_13,Network Security Engineer_14,Testing_15,Testing_16,Testing_17,Civil Engineer_18,Civil Engineer_19,Civil Engineer_20,Automation Testing_21,Automation Testing_22,Automation Testing_23,Business Analyst_24,Business Analyst_25,Business Analyst_26,Advocate_27,Advocate_28,Advocate_29,Blockchain_30,Blockchain_31,Blockchain_32,Mechanical Engineer_33,Mechanical Engineer_34,Mechanical Engineer_35,SAP Developer_36,SAP Developer_37,SAP Developer_38,Health and fitness_39,Health and fitness_40,Health and fitness_41,Sales_42,Sales_43,Sales_44,Database_45,Database_46,Database_47,Data Science_48,Data Science_49,Data Science_50,Electrical Engineering_51,Electrical Engineering_52,Electrical Engineering_53,Web Designing_54,Web Designing_55,Web Designing_56,DotNet Developer_57,DotNet Developer_58,DotNet Developer_59,Hadoop_60,Hadoop_61,Hadoop_62,PMO_63,PMO_64,PMO_65,HR_66,HR_67,HR_68,Arts_69,Arts_70,Arts_71,ETL Developer_72,ETL Developer_73,ETL Developer_74
"CORE COMPETENCIES â¢ Maintain processes to ensure project management documentation, reports and pla...",0.5111,0.4818,0.5542,0.4889,0.5937,0.4303,0.4465,0.5089,0.4887,0.647,0.6524,0.6462,0.5865,0.6017,0.592,0.6337,0.6235,0.6338,0.5789,0.595,0.5849,0.5777,0.5903,0.5786,0.6165,0.6314,0.5998,0.6175,0.6339,0.6075,0.6029,0.6021,0.6222,0.5425,0.5722,0.5537,0.6003,0.5984,0.603,0.5563,0.569,0.585,0.6045,0.6009,0.6146,0.6516,0.647,0.6577,0.668,0.6671,0.6487,0.5892,0.5916,0.5563,0.591,0.6123,0.607,0.5974,0.6067,0.6034,0.4998,0.5095,0.5099,0.6429,0.6577,0.6606,0.6894,0.6784,0.6687,0.62,0.6192,0.6287,0.5506,0.5506,0.5261
AREA OF EXPERTISE (PROFILE) Around 10 plus years' proven experience with best global brand Wipro wit...,0.5233,0.4629,0.5227,0.473,0.5289,0.4246,0.4351,0.4932,0.4452,0.6524,0.6676,0.6347,0.5232,0.5441,0.5277,0.5658,0.5699,0.5566,0.5385,0.55,0.544,0.5487,0.5722,0.5491,0.5715,0.5921,0.5552,0.5893,0.6073,0.563,0.5205,0.5296,0.5336,0.5144,0.5461,0.5272,0.5737,0.5844,0.5701,0.5273,0.5449,0.5362,0.6032,0.6148,0.6084,0.6249,0.6293,0.6147,0.624,0.6263,0.5799,0.5347,0.5405,0.5011,0.5485,0.5733,0.5531,0.5642,0.5808,0.5686,0.4755,0.4867,0.4775,0.6298,0.6454,0.6366,0.6429,0.6352,0.6164,0.5898,0.5871,0.5813,0.5114,0.5257,0.4781
"Skills Exceptional communication and networking skills Successful working in a team environment, as ...",0.4296,0.3886,0.4722,0.3941,0.4794,0.3614,0.3465,0.4301,0.3823,0.5755,0.5927,0.5507,0.5026,0.5298,0.5158,0.558,0.5578,0.5442,0.5207,0.5255,0.5349,0.5364,0.5478,0.5252,0.5039,0.5087,0.4829,0.5225,0.5542,0.4994,0.4954,0.5049,0.5131,0.5086,0.5377,0.5206,0.5011,0.5093,0.506,0.5065,0.5273,0.5219,0.5461,0.5701,0.5567,0.541,0.5493,0.5216,0.5323,0.5377,0.4847,0.5186,0.5321,0.5019,0.5164,0.5477,0.5216,0.5015,0.5148,0.5119,0.3826,0.4019,0.3785,0.5666,0.5843,0.5734,0.6001,0.5834,0.5695,0.5336,0.5345,0.5337,0.4584,0.468,0.4354
"CORE COMPETENCIES â¢ Maintain processes to ensure project management documentation, reports and pla...",0.5111,0.4818,0.5542,0.4889,0.5937,0.4303,0.4465,0.5089,0.4887,0.647,0.6524,0.6462,0.5865,0.6017,0.592,0.6337,0.6235,0.6338,0.5789,0.595,0.5849,0.5777,0.5903,0.5786,0.6165,0.6314,0.5998,0.6175,0.6339,0.6075,0.6029,0.6021,0.6222,0.5425,0.5722,0.5537,0.6003,0.5984,0.603,0.5563,0.569,0.585,0.6045,0.6009,0.6146,0.6516,0.647,0.6577,0.668,0.6671,0.6487,0.5892,0.5916,0.5563,0.591,0.6123,0.607,0.5974,0.6067,0.6034,0.4998,0.5095,0.5099,0.6429,0.6577,0.6606,0.6894,0.6784,0.6687,0.62,0.6192,0.6287,0.5506,0.5506,0.5261
AREA OF EXPERTISE (PROFILE) Around 10 plus years' proven experience with best global brand Wipro wit...,0.5233,0.4629,0.5227,0.473,0.5289,0.4246,0.4351,0.4932,0.4452,0.6524,0.6676,0.6347,0.5232,0.5441,0.5277,0.5658,0.5699,0.5566,0.5385,0.55,0.544,0.5487,0.5722,0.5491,0.5715,0.5921,0.5552,0.5893,0.6073,0.563,0.5205,0.5296,0.5336,0.5144,0.5461,0.5272,0.5737,0.5844,0.5701,0.5273,0.5449,0.5362,0.6032,0.6148,0.6084,0.6249,0.6293,0.6147,0.624,0.6263,0.5799,0.5347,0.5405,0.5011,0.5485,0.5733,0.5531,0.5642,0.5808,0.5686,0.4755,0.4867,0.4775,0.6298,0.6454,0.6366,0.6429,0.6352,0.6164,0.5898,0.5871,0.5813,0.5114,0.5257,0.4781
"Skills Exceptional communication and networking skills Successful working in a team environment, as ...",0.4296,0.3886,0.4722,0.3941,0.4794,0.3614,0.3465,0.4301,0.3823,0.5755,0.5927,0.5507,0.5026,0.5298,0.5158,0.558,0.5578,0.5442,0.5207,0.5255,0.5349,0.5364,0.5478,0.5252,0.5039,0.5087,0.4829,0.5225,0.5542,0.4994,0.4954,0.5049,0.5131,0.5086,0.5377,0.5206,0.5011,0.5093,0.506,0.5065,0.5273,0.5219,0.5461,0.5701,0.5567,0.541,0.5493,0.5216,0.5323,0.5377,0.4847,0.5186,0.5321,0.5019,0.5164,0.5477,0.5216,0.5015,0.5148,0.5119,0.3826,0.4019,0.3785,0.5666,0.5843,0.5734,0.6001,0.5834,0.5695,0.5336,0.5345,0.5337,0.4584,0.468,0.4354
"CORE COMPETENCIES â¢ Maintain processes to ensure project management documentation, reports and pla...",0.5111,0.4818,0.5542,0.4889,0.5937,0.4303,0.4465,0.5089,0.4887,0.647,0.6524,0.6462,0.5865,0.6017,0.592,0.6337,0.6235,0.6338,0.5789,0.595,0.5849,0.5777,0.5903,0.5786,0.6165,0.6314,0.5998,0.6175,0.6339,0.6075,0.6029,0.6021,0.6222,0.5425,0.5722,0.5537,0.6003,0.5984,0.603,0.5563,0.569,0.585,0.6045,0.6009,0.6146,0.6516,0.647,0.6577,0.668,0.6671,0.6487,0.5892,0.5916,0.5563,0.591,0.6123,0.607,0.5974,0.6067,0.6034,0.4998,0.5095,0.5099,0.6429,0.6577,0.6606,0.6894,0.6784,0.6687,0.62,0.6192,0.6287,0.5506,0.5506,0.5261
AREA OF EXPERTISE (PROFILE) Around 10 plus years' proven experience with best global brand Wipro wit...,0.5233,0.4629,0.5227,0.473,0.5289,0.4246,0.4351,0.4932,0.4452,0.6524,0.6676,0.6347,0.5232,0.5441,0.5277,0.5658,0.5699,0.5566,0.5385,0.55,0.544,0.5487,0.5722,0.5491,0.5715,0.5921,0.5552,0.5893,0.6073,0.563,0.5205,0.5296,0.5336,0.5144,0.5461,0.5272,0.5737,0.5844,0.5701,0.5273,0.5449,0.5362,0.6032,0.6148,0.6084,0.6249,0.6293,0.6147,0.624,0.6263,0.5799,0.5347,0.5405,0.5011,0.5485,0.5733,0.5531,0.5642,0.5808,0.5686,0.4755,0.4867,0.4775,0.6298,0.6454,0.6366,0.6429,0.6352,0.6164,0.5898,0.5871,0.5813,0.5114,0.5257,0.4781
"Skills Exceptional communication and networking skills Successful working in a team environment, as ...",0.4296,0.3886,0.4722,0.3941,0.4794,0.3614,0.3465,0.4301,0.3823,0.5755,0.5927,0.5507,0.5026,0.5298,0.5158,0.558,0.5578,0.5442,0.5207,0.5255,0.5349,0.5364,0.5478,0.5252,0.5039,0.5087,0.4829,0.5225,0.5542,0.4994,0.4954,0.5049,0.5131,0.5086,0.5377,0.5206,0.5011,0.5093,0.506,0.5065,0.5273,0.5219,0.5461,0.5701,0.5567,0.541,0.5493,0.5216,0.5323,0.5377,0.4847,0.5186,0.5321,0.5019,0.5164,0.5477,0.5216,0.5015,0.5148,0.5119,0.3826,0.4019,0.3785,0.5666,0.5843,0.5734,0.6001,0.5834,0.5695,0.5336,0.5345,0.5337,0.4584,0.468,0.4354
"CORE COMPETENCIES â¢ Maintain processes to ensure project management documentation, reports and pla...",0.5111,0.4818,0.5542,0.4889,0.5937,0.4303,0.4465,0.5089,0.4887,0.647,0.6524,0.6462,0.5865,0.6017,0.592,0.6337,0.6235,0.6338,0.5789,0.595,0.5849,0.5777,0.5903,0.5786,0.6165,0.6314,0.5998,0.6175,0.6339,0.6075,0.6029,0.6021,0.6222,0.5425,0.5722,0.5537,0.6003,0.5984,0.603,0.5563,0.569,0.585,0.6045,0.6009,0.6146,0.6516,0.647,0.6577,0.668,0.6671,0.6487,0.5892,0.5916,0.5563,0.591,0.6123,0.607,0.5974,0.6067,0.6034,0.4998,0.5095,0.5099,0.6429,0.6577,0.6606,0.6894,0.6784,0.6687,0.62,0.6192,0.6287,0.5506,0.5506,0.5261
AREA OF EXPERTISE (PROFILE) Around 10 plus years' proven experience with best global brand Wipro wit...,0.5233,0.4629,0.5227,0.473,0.5289,0.4246,0.4351,0.4932,0.4452,0.6524,0.6676,0.6347,0.5232,0.5441,0.5277,0.5658,0.5699,0.5566,0.5385,0.55,0.544,0.5487,0.5722,0.5491,0.5715,0.5921,0.5552,0.5893,0.6073,0.563,0.5205,0.5296,0.5336,0.5144,0.5461,0.5272,0.5737,0.5844,0.5701,0.5273,0.5449,0.5362,0.6032,0.6148,0.6084,0.6249,0.6293,0.6147,0.624,0.6263,0.5799,0.5347,0.5405,0.5011,0.5485,0.5733,0.5531,0.5642,0.5808,0.5686,0.4755,0.4867,0.4775,0.6298,0.6454,0.6366,0.6429,0.6352,0.6164,0.5898,0.5871,0.5813,0.5114,0.5257,0.4781
"Skills Exceptional communication and networking skills Successful working in a team environment, as ...",0.4296,0.3886,0.4722,0.3941,0.4794,0.3614,0.3465,0.4301,0.3823,0.5755,0.5927,0.5507,0.5026,0.5298,0.5158,0.558,0.5578,0.5442,0.5207,0.5255,0.5349,0.5364,0.5478,0.5252,0.5039,0.5087,0.4829,0.5225,0.5542,0.4994,0.4954,0.5049,0.5131,0.5086,0.5377,0.5206,0.5011,0.5093,0.506,0.5065,0.5273,0.5219,0.5461,0.5701,0.5567,0.541,0.5493,0.5216,0.5323,0.5377,0.4847,0.5186,0.5321,0.5019,0.5164,0.5477,0.5216,0.5015,0.5148,0.5119,0.3826,0.4019,0.3785,0.5666,0.5843,0.5734,0.6001,0.5834,0.5695,0.5336,0.5345,0.5337,0.4584,0.468,0.4354
"CORE COMPETENCIES â¢ Maintain processes to ensure project management documentation, reports and pla...",0.5111,0.4818,0.5542,0.4889,0.5937,0.4303,0.4465,0.5089,0.4887,0.647,0.6524,0.6462,0.5865,0.6017,0.592,0.6337,0.6235,0.6338,0.5789,0.595,0.5849,0.5777,0.5903,0.5786,0.6165,0.6314,0.5998,0.6175,0.6339,0.6075,0.6029,0.6021,0.6222,0.5425,0.5722,0.5537,0.6003,0.5984,0.603,0.5563,0.569,0.585,0.6045,0.6009,0.6146,0.6516,0.647,0.6577,0.668,0.6671,0.6487,0.5892,0.5916,0.5563,0.591,0.6123,0.607,0.5974,0.6067,0.6034,0.4998,0.5095,0.5099,0.6429,0.6577,0.6606,0.6894,0.6784,0.6687,0.62,0.6192,0.6287,0.5506,0.5506,0.5261
AREA OF EXPERTISE (PROFILE) Around 10 plus years' proven experience with best global brand Wipro wit...,0.5233,0.4629,0.5227,0.473,0.5289,0.4246,0.4351,0.4932,0.4452,0.6524,0.6676,0.6347,0.5232,0.5441,0.5277,0.5658,0.5699,0.5566,0.5385,0.55,0.544,0.5487,0.5722,0.5491,0.5715,0.5921,0.5552,0.5893,0.6073,0.563,0.5205,0.5296,0.5336,0.5144,0.5461,0.5272,0.5737,0.5844,0.5701,0.5273,0.5449,0.5362,0.6032,0.6148,0.6084,0.6249,0.6293,0.6147,0.624,0.6263,0.5799,0.5347,0.5405,0.5011,0.5485,0.5733,0.5531,0.5642,0.5808,0.5686,0.4755,0.4867,0.4775,0.6298,0.6454,0.6366,0.6429,0.6352,0.6164,0.5898,0.5871,0.5813,0.5114,0.5257,0.4781
"Skills Exceptional communication and networking skills Successful working in a team environment, as ...",0.4296,0.3886,0.4722,0.3941,0.4794,0.3614,0.3465,0.4301,0.3823,0.5755,0.5927,0.5507,0.5026,0.5298,0.5158,0.558,0.5578,0.5442,0.5207,0.5255,0.5349,0.5364,0.5478,0.5252,0.5039,0.5087,0.4829,0.5225,0.5542,0.4994,0.4954,0.5049,0.5131,0.5086,0.5377,0.5206,0.5011,0.5093,0.506,0.5065,0.5273,0.5219,0.5461,0.5701,0.5567,0.541,0.5493,0.5216,0.5323,0.5377,0.4847,0.5186,0.5321,0.5019,0.5164,0.5477,0.5216,0.5015,0.5148,0.5119,0.3826,0.4019,0.3785,0.5666,0.5843,0.5734,0.6001,0.5834,0.5695,0.5336,0.5345,0.5337,0.4584,0.468,0.4354
"CORE COMPETENCIES â¢ Maintain processes to ensure project management documentation, reports and pla...",0.5111,0.4818,0.5542,0.4889,0.5937,0.4303,0.4465,0.5089,0.4887,0.647,0.6524,0.6462,0.5865,0.6017,0.592,0.6337,0.6235,0.6338,0.5789,0.595,0.5849,0.5777,0.5903,0.5786,0.6165,0.6314,0.5998,0.6175,0.6339,0.6075,0.6029,0.6021,0.6222,0.5425,0.5722,0.5537,0.6003,0.5984,0.603,0.5563,0.569,0.585,0.6045,0.6009,0.6146,0.6516,0.647,0.6577,0.668,0.6671,0.6487,0.5892,0.5916,0.5563,0.591,0.6123,0.607,0.5974,0.6067,0.6034,0.4998,0.5095,0.5099,0.6429,0.6577,0.6606,0.6894,0.6784,0.6687,0.62,0.6192,0.6287,0.5506,0.5506,0.5261
AREA OF EXPERTISE (PROFILE) Around 10 plus years' proven experience with best global brand Wipro wit...,0.5233,0.4629,0.5227,0.473,0.5289,0.4246,0.4351,0.4932,0.4452,0.6524,0.6676,0.6347,0.5232,0.5441,0.5277,0.5658,0.5699,0.5566,0.5385,0.55,0.544,0.5487,0.5722,0.5491,0.5715,0.5921,0.5552,0.5893,0.6073,0.563,0.5205,0.5296,0.5336,0.5144,0.5461,0.5272,0.5737,0.5844,0.5701,0.5273,0.5449,0.5362,0.6032,0.6148,0.6084,0.6249,0.6293,0.6147,0.624,0.6263,0.5799,0.5347,0.5405,0.5011,0.5485,0.5733,0.5531,0.5642,0.5808,0.5686,0.4755,0.4867,0.4775,0.6298,0.6454,0.6366,0.6429,0.6352,0.6164,0.5898,0.5871,0.5813,0.5114,0.5257,0.4781
"Skills Exceptional communication and networking skills Successful working in a team environment, as ...",0.4296,0.3886,0.4722,0.3941,0.4794,0.3614,0.3465,0.4301,0.3823,0.5755,0.5927,0.5507,0.5026,0.5298,0.5158,0.558,0.5578,0.5442,0.5207,0.5255,0.5349,0.5364,0.5478,0.5252,0.5039,0.5087,0.4829,0.5225,0.5542,0.4994,0.4954,0.5049,0.5131,0.5086,0.5377,0.5206,0.5011,0.5093,0.506,0.5065,0.5273,0.5219,0.5461,0.5701,0.5567,0.541,0.5493,0.5216,0.5323,0.5377,0.4847,0.5186,0.5321,0.5019,0.5164,0.5477,0.5216,0.5015,0.5148,0.5119,0.3826,0.4019,0.3785,0.5666,0.5843,0.5734,0.6001,0.5834,0.5695,0.5336,0.5345,0.5337,0.4584,0.468,0.4354
"CORE COMPETENCIES â¢ Maintain processes to ensure project management documentation, reports and pla...",0.5111,0.4818,0.5542,0.4889,0.5937,0.4303,0.4465,0.5089,0.4887,0.647,0.6524,0.6462,0.5865,0.6017,0.592,0.6337,0.6235,0.6338,0.5789,0.595,0.5849,0.5777,0.5903,0.5786,0.6165,0.6314,0.5998,0.6175,0.6339,0.6075,0.6029,0.6021,0.6222,0.5425,0.5722,0.5537,0.6003,0.5984,0.603,0.5563,0.569,0.585,0.6045,0.6009,0.6146,0.6516,0.647,0.6577,0.668,0.6671,0.6487,0.5892,0.5916,0.5563,0.591,0.6123,0.607,0.5974,0.6067,0.6034,0.4998,0.5095,0.5099,0.6429,0.6577,0.6606,0.6894,0.6784,0.6687,0.62,0.6192,0.6287,0.5506,0.5506,0.5261
AREA OF EXPERTISE (PROFILE) Around 10 plus years' proven experience with best global brand Wipro wit...,0.5233,0.4629,0.5227,0.473,0.5289,0.4246,0.4351,0.4932,0.4452,0.6524,0.6676,0.6347,0.5232,0.5441,0.5277,0.5658,0.5699,0.5566,0.5385,0.55,0.544,0.5487,0.5722,0.5491,0.5715,0.5921,0.5552,0.5893,0.6073,0.563,0.5205,0.5296,0.5336,0.5144,0.5461,0.5272,0.5737,0.5844,0.5701,0.5273,0.5449,0.5362,0.6032,0.6148,0.6084,0.6249,0.6293,0.6147,0.624,0.6263,0.5799,0.5347,0.5405,0.5011,0.5485,0.5733,0.5531,0.5642,0.5808,0.5686,0.4755,0.4867,0.4775,0.6298,0.6454,0.6366,0.6429,0.6352,0.6164,0.5898,0.5871,0.5813,0.5114,0.5257,0.4781
"Skills Exceptional communication and networking skills Successful working in a team environment, as ...",0.4296,0.3886,0.4722,0.3941,0.4794,0.3614,0.3465,0.4301,0.3823,0.5755,0.5927,0.5507,0.5026,0.5298,0.5158,0.558,0.5578,0.5442,0.5207,0.5255,0.5349,0.5364,0.5478,0.5252,0.5039,0.5087,0.4829,0.5225,0.5542,0.4994,0.4954,0.5049,0.5131,0.5086,0.5377,0.5206,0.5011,0.5093,0.506,0.5065,0.5273,0.5219,0.5461,0.5701,0.5567,0.541,0.5493,0.5216,0.5323,0.5377,0.4847,0.5186,0.5321,0.5019,0.5164,0.5477,0.5216,0.5015,0.5148,0.5119,0.3826,0.4019,0.3785,0.5666,0.5843,0.5734,0.6001,0.5834,0.5695,0.5336,0.5345,0.5337,0.4584,0.468,0.4354
"TECHNICAL EXPERTISE â¢ DB Languages: SQL â¢ Database Tools: SQL Server 2014/ 2017 Postgresql 9.5, ...",0.4706,0.4184,0.4708,0.3525,0.4058,0.3191,0.384,0.393,0.4118,0.5006,0.4738,0.462,0.4191,0.4116,0.4083,0.4373,0.4262,0.4136,0.4301,0.4115,0.4067,0.424,0.4272,0.4079,0.3754,0.3958,0.3621,0.4386,0.4368,0.4088,0.4232,0.4154,0.4076,0.3881,0.3952,0.3871,0.4948,0.4882,0.4925,0.3925,0.4006,0.3728,0.4413,0.4666,0.4564,0.581,0.5759,0.544,0.5473,0.5639,0.5068,0.4223,0.4028,0.3853,0.41,0.4227,0.4153,0.4505,0.4572,0.4474,0.3876,0.3936,0.3657,0.467,0.4818,0.4579,0.4681,0.4713,0.4594,0.4424,0.4555,0.4113,0.4249,0.4077,0.368
Technical Expertise Operating Systems Microsoft Window Server 2003/2008/2008 R2/2012 Database Techno...,0.5722,0.4703,0.5005,0.497,0.496,0.4457,0.4568,0.5064,0.4431,0.612,0.6053,0.576,0.5107,0.5106,0.511,0.5152,0.4985,0.4886,0.5061,0.4867,0.5054,0.5139,0.5157,0.5011,0.4592,0.451,0.4348,0.4889,0.4953,0.449,0.4952,0.5038,0.4995,0.4711,0.4803,0.4767,0.5541,0.5463,0.5439,0.4635,0.4654,0.4678,0.5112,0.5273,0.5179,0.651,0.6424,0.615,0.5798,0.5859,0.5145,0.4615,0.4579,0.4369,0.5208,0.5341,0.511,0.5655,0.5568,0.5607,0.5012,0.5026,0.4769,0.5278,0.534,0.5215,0.5689,0.5509,0.5349,0.5197,0.4993,0.4963,0.4558,0.4563,0.4089
"TECHNICAL SKILLS Operating Systems MS Windows Server 2012/2008/XP Software and Tools MS LiteSpeed, I...",0.5135,0.4386,0.4649,0.4864,0.5003,0.4136,0.3926,0.4912,0.4142,0.5513,0.5549,0.5453,0.502,0.5133,0.511,0.5327,0.518,0.5188,0.468,0.4843,0.4776,0.53,0.5451,0.5298,0.469,0.4772,0.4608,0.4882,0.4829,0.4585,0.4412,0.444,0.4471,0.4601,0.4843,0.4735,0.5265,0.5115,0.5067,0.4769,0.4809,0.4827,0.5276,0.5113,0.5155,0.59,0.5849,0.5959,0.5538,0.5524,0.5137,0.452,0.4591,0.4249,0.512,0.5159,0.5054,0.576,0.5627,0.5604,0.4498,0.4541,0.4484,0.5159,0.5213,0.5044,0.5441,0.5375,0.5164,0.5025,0.4903,0.485,0.467,0.4602,0.4256
"SKILLSET Oracle DBA, MySQL, MARIADB, PostgreSQL Database Administration ITSKILLS SQL Oracle 10g, 11g...",0.573,0.436,0.5188,0.4138,0.4341,0.3624,0.4607,0.4349,0.4355,0.4905,0.4957,0.4843,0.393,0.3978,0.4012,0.4708,0.4617,0.4552,0.4015,0.394,0.4125,0.4338,0.4262,0.429,0.3851,0.3932,0.3749,0.4302,0.4304,0.4032,0.4343,0.4363,0.4324,0.4062,0.4037,0.4148,0.472,0.4807,0.4669,0.39,0.3949,0.3878,0.4336,0.4427,0.4366,0.5791,0.5729,0.564,0.5296,0.5223,0.4897,0.4199,0.3987,0.3943,0.4311,0.4384,0.4215,0.4261,0.437,0.4206,0.4394,0.4423,0.4169,0.4633,0.4756,0.4437,0.4823,0.4803,0.4426,0.4394,0.4362,0.4158,0.4077,0.407,0.3688
"Education Details 
January 2016 BSc.  Mumbai, Maharashtra Mumbai University
January 2013 H.S.C.   ...",0.5,0.3406,0.4362,0.3558,0.3608,0.3115,0.3634,0.3701,0.4007,0.4664,0.4963,0.4932,0.4002,0.4302,0.4258,0.4223,0.4275,0.4239,0.4266,0.4184,0.4596,0.4178,0.4033,0.4125,0.3917,0.3785,0.3809,0.3763,0.3987,0.3775,0.4131,0.4526,0.4532,0.4401,0.4285,0.4498,0.3636,0.3886,0.3791,0.3843,0.3993,0.4298,0.3913,0.4121,0.4119,0.5127,0.5159,0.5126,0.4769,0.4639,0.4584,0.3925,0.4037,0.4163,0.4278,0.4526,0.4259,0.3727,0.3808,0.3804,0.3974,0.4155,0.3791,0.4081,0.4276,0.4287,0.4488,0.4465,0.4107,0.4103,0.3807,0.4139,0.3243,0.3601,0.3399
"TECHNICAL SKILL: Operating System LINUX, Windows Server 2012 R2, Windows 98, Windows 2000/ XP Tools ...",0.4714,0.4336,0.4653,0.4285,0.4318,0.3695,0.367,0.4762,0.4277,0.517,0.5127,0.5001,0.4365,0.4419,0.4444,0.4397,0.4255,0.4206,0.4504,0.4572,0.4585,0.4317,0.444,0.4222,0.3963,0.402,0.3815,0.432,0.4347,0.4013,0.445,0.4411,0.444,0.4442,0.463,0.455,0.4975,0.4839,0.4808,0.421,0.4249,0.4114,0.4575,0.4515,0.4498,0.5378,0.5287,0.5328,0.5691,0.561,0.5269,0.4682,0.4611,0.4409,0.4267,0.4358,0.4222,0.4719,0.4698,0.4576,0.426,0.4326,0.4165,0.4772,0.4891,0.4612,0.4899,0.4777,0.4593,0.4429,0.4472,0.4247,0.4243,0.411,0.3807
"Technical Skills Databases: Oracle RDBMS- 10g, 11g & 12c Technology/utilities: Data Pump, RMAN, Data...",0.5133,0.4488,0.4634,0.437,0.447,0.3825,0.4398,0.4742,0.438,0.5379,0.5116,0.4959,0.4123,0.4009,0.4088,0.4632,0.4435,0.4353,0.4343,0.428,0.4274,0.4424,0.4494,0.4229,0.3639,0.3722,0.3515,0.4092,0.4112,0.3797,0.4421,0.4351,0.4293,0.3995,0.4166,0.4003,0.4931,0.4732,0.4802,0.4044,0.4049,0.3857,0.4427,0.4493,0.4406,0.5932,0.5844,0.5663,0.5629,0.5626,0.5132,0.4167,0.4121,0.3926,0.4098,0.4186,0.4101,0.4795,0.4711,0.47,0.4227,0.4257,0.4058,0.4631,0.473,0.4519,0.4795,0.4709,0.4603,0.425,0.4329,0.4004,0.3942,0.3806,0.3423
"Software Skills: * RDBMS: MS SQL SERVER 2000/2005/2008 & 2012, 2014 * Operating Systems: WINDOWS XP/...",0.4897,0.3733,0.4463,0.3951,0.421,0.3705,0.3858,0.4145,0.3748,0.5365,0.5423,0.5235,0.4617,0.4745,0.4775,0.4711,0.4524,0.4527,0.4496,0.4529,0.4685,0.4733,0.4767,0.4669,0.4513,0.444,0.4347,0.4533,0.4572,0.4282,0.4865,0.4921,0.4967,0.4553,0.4683,0.4667,0.487,0.4719,0.4708,0.4578,0.4587,0.4696,0.4971,0.4883,0.4888,0.5773,0.5668,0.5738,0.5221,0.5226,0.475,0.4362,0.4398,0.4165,0.4755,0.4889,0.4682,0.5312,0.5148,0.5137,0.4175,0.4184,0.416,0.4848,0.4863,0.4781,0.5086,0.4855,0.4672,0.4468,0.4292,0.4381,0.4098,0.413,0.3788
"Areas of Expertise â¢ Oracle Databases 12c, 11g, 10g â¢ Weblogic 12c, 11g â¢ Grid Infrastructure ...",0.6148,0.5635,0.5596,0.5431,0.5688,0.4782,0.4836,0.5736,0.5027,0.5931,0.5845,0.58,0.5151,0.5188,0.5213,0.5425,0.5283,0.525,0.5085,0.5201,0.5147,0.5408,0.5442,0.5258,0.4682,0.4845,0.4559,0.5066,0.508,0.4839,0.5468,0.5382,0.5394,0.4837,0.5031,0.4887,0.5673,0.5542,0.5481,0.4475,0.4521,0.434,0.55,0.5439,0.5413,0.6408,0.6326,0.6345,0.6022,0.6064,0.5688,0.5159,0.5101,0.4915,0.55,0.556,0.541,0.564,0.5599,0.5463,0.5308,0.537,0.5162,0.5865,0.5981,0.5699,0.5805,0.5804,0.5566,0.5202,0.5281,0.498,0.4945,0.481,0.446
"Education Details 
May 2011 to May 2014 Bachelor of science Information technology Mumbai, Maharash...",0.5388,0.4629,0.5469,0.4796,0.4911,0.4087,0.4326,0.5104,0.4961,0.5718,0.564,0.5723,0.4608,0.4612,0.4646,0.5131,0.4955,0.5036,0.4728,0.4745,0.4742,0.5079,0.5073,0.5015,0.4503,0.4518,0.4391,0.4902,0.4833,0.471,0.4803,0.483,0.4836,0.4412,0.4508,0.4433,0.5248,0.5161,0.516,0.4431,0.4471,0.4474,0.4914,0.4854,0.4865,0.6129,0.6046,0.6123,0.577,0.5745,0.5509,0.4552,0.4489,0.432,0.4616,0.4709,0.4629,0.518,0.5074,0.5057,0.4717,0.4764,0.4647,0.5108,0.5224,0.5089,0.5287,0.5252,0.5024,0.4906,0.4789,0.4721,0.436,0.4366,0.4134
"TECHNICAL SKILLS â¢ SQL â¢ Oracle v10, v11, v12 â¢ R programming, Python, linear regression, mach...",0.4549,0.3797,0.4682,0.388,0.4278,0.3475,0.444,0.4994,0.463,0.5049,0.496,0.5002,0.4651,0.464,0.4698,0.4767,0.4557,0.4711,0.4404,0.4346,0.4429,0.4676,0.4665,0.461,0.4673,0.468,0.452,0.4494,0.4528,0.4394,0.4651,0.4633,0.4861,0.4352,0.4372,0.4362,0.4889,0.4748,0.4915,0.4418,0.4444,0.4648,0.5073,0.5078,0.5204,0.566,0.5527,0.5629,0.5569,0.5634,0.5391,0.4434,0.4343,0.429,0.4551,0.4639,0.472,0.4901,0.4764,0.4894,0.3652,0.3716,0.3706,0.4719,0.4802,0.491,0.5099,0.4963,0.4961,0.4567,0.4488,0.4556,0.4257,0.4177,0.4071
